rep,year,week,sero,disease,rate,type,total_pop,n_infected,n_symptomatic,actual_sero,elim,cell,homerange
1,5,1,0.0,0.0,1,propagule,5161,27,2,0.000968804495252858,False,0.025,0.001
1,5,2,0.0,0.0,1,propagule,5063,30,9,0.0011850681414181316,False,0.025,0.001
1,5,3,0.0,0.0,1,propagule,5030,36,15,0.0011928429423459245,False,0.025,0.001
1,5,4,0.0,0.0,1,propagule,4927,40,13,0.0012177795818956768,False,0.025,0.001
1,5,5,0.0,0.0,1,propagule,4894,37,14,0.0012259910093992644,False,0.025,0.001
1,5,6,0.0,0.0,1,propagule,4799,42,14,0.0014586372160866848,False,0.025,0.001
1,5,7,0.0,0.0,1,propagule,4776,44,11,0.0014656616415410384,False,0.025,0.001
1,5,8,0.0,0.0,1,propagule,4703,51,14,0.0012757814161173718,False,0.025,0.001
1,5,9,0.0,0.0,1,propagule,4674,56,14,0.0017115960633290544,False,0.025,0.001
1,5,10,0.0,0.0,1,propagule,4568,62,25,0.0017513134851138354,False,0.025,0.001
1,5,11,0.0,0.0,1,propagule,4544,72,32,0.0017605633802816902,False,0.025,0.001
1,5,12,0.0,0.0,1,propagule,4448,70,23,0.0020233812949640288,False,0.025,0.001
1,5,13,0.0,0.0,1,propagule,4416,64,30,0.0018115942028985507,False,0.025,0.001
1,5,14,0.0,0.0,1,propagule,4335,70,30,0.001845444059976932,False,0.025,0.001
1,5,15,0.0,0.0,1,propagule,4294,57,20,0.0018630647414997672,False,0.025,0.001
1,5,16,0.0,0.0,1,propagule,4223,60,27,0.002131186360407293,False,0.025,0.001
1,5,17,0.0,0.0,1,propagule,4193,59,27,0.0019079418077748629,False,0.025,0.001
1,5,18,0.0,0.0,1,propagule,9149,51,17,0.0010930156301235108,False,0.025,0.001
1,5,19,0.0,0.0,1,propagule,8981,59,20,0.0011134617525887986,False,0.025,0.001
1,5,20,0.0,0.0,1,propagule,8788,69,21,0.001137915339098771,False,0.025,0.001
1,5,21,0.0,0.0,1,propagule,8667,73,20,0.0011538017768547364,False,0.025,0.001
1,5,22,0.0,0.0,1,propagule,8410,97,30,0.0011890606420927466,False,0.025,0.001
1,5,23,0.0,0.0,1,propagule,8230,112,36,0.0010935601458080195,False,0.025,0.001
1,5,24,0.0,0.0,1,propagule,8033,128,41,0.001120378438939375,False,0.025,0.001
1,5,25,0.0,0.0,1,propagule,7901,154,55,0.0011390963169219087,False,0.025,0.001
1,5,26,0.0,0.0,1,propagule,7650,168,59,0.001176470588235294,False,0.025,0.001
1,5,27,0.0,0.0,1,propagule,7453,171,53,0.0012075674225144237,False,0.025,0.001
1,5,28,0.0,0.0,1,propagule,7186,185,66,0.0012524352908433063,False,0.025,0.001
1,5,29,0.0,0.0,1,propagule,7032,209,69,0.0011376564277588168,False,0.025,0.001
1,5,30,0.0,0.0,1,propagule,6807,218,77,0.0011752607609813426,False,0.025,0.001
1,5,31,0.0,0.0,1,propagule,6610,234,82,0.001210287443267776,False,0.025,0.001
1,5,32,0.0,0.0,1,propagule,6377,220,80,0.0010976948408342481,False,0.025,0.001
1,5,33,0.0,0.0,1,propagule,6204,227,94,0.0009671179883945841,False,0.025,0.001
1,5,34,0.0,0.0,1,propagule,6054,220,82,0.0011562603237528907,False,0.025,0.001
1,5,35,0.0,0.0,1,propagule,5905,202,68,0.0011854360711261642,False,0.025,0.001
1,5,36,0.0,0.0,1,propagule,5707,189,69,0.0021026809181706675,False,0.025,0.001
1,5,37,0.0,0.0,1,propagule,5592,190,83,0.002324749642346209,False,0.025,0.001
1,5,38,0.0,0.0,1,propagule,5407,176,70,0.002219345293138524,False,0.025,0.001
1,5,39,0.0,0.0,1,propagule,5267,159,59,0.002278336814125688,False,0.025,0.001
1,5,40,0.0,0.0,1,propagule,5129,162,62,0.0021446675765256387,False,0.025,0.001
1,5,41,0.0,0.0,1,propagule,5001,147,59,0.0023995200959808036,False,0.025,0.001
1,5,42,0.0,0.0,1,propagule,4826,151,56,0.0022793203481143802,False,0.025,0.001
1,5,43,0.0,0.0,1,propagule,4556,143,57,0.0028533801580333624,False,0.025,0.001
1,5,44,0.0,0.0,1,propagule,4594,149,53,0.00239442751414889,False,0.025,0.001
1,5,45,0.0,0.0,1,propagule,4479,134,53,0.0026791694574681848,False,0.025,0.001
1,5,46,0.0,0.0,1,propagule,4379,149,58,0.002511989038593286,False,0.025,0.001
1,5,47,0.0,0.0,1,propagule,4261,139,48,0.002816240319173903,False,0.025,0.001
1,5,48,0.0,0.0,1,propagule,4197,142,54,0.0026209197045508697,False,0.025,0.001
1,5,49,0.0,0.0,1,propagule,4132,146,55,0.0026621490803484995,False,0.025,0.001
1,5,50,0.0,0.0,1,propagule,4028,126,49,0.0024826216484607746,False,0.025,0.001
1,5,51,0.0,0.0,1,propagule,3966,128,55,0.002773575390821987,False,0.025,0.001
1,5,52,0.0,0.0,1,propagule,3875,124,51,0.002838709677419355,False,0.025,0.001
1,6,1,0.0,0.0,1,propagule,3801,104,43,0.0031570639305445935,False,0.025,0.001
1,6,2,0.0,0.0,1,propagule,3728,95,42,0.0029506437768240345,False,0.025,0.001
1,6,3,0.0,0.0,1,propagule,3672,86,41,0.0032679738562091504,False,0.025,0.001
1,6,4,0.0,0.0,1,propagule,3621,76,33,0.0030378348522507597,False,0.025,0.001
1,6,5,0.0,0.0,1,propagule,3555,64,26,0.0030942334739803095,False,0.025,0.001
1,6,6,0.0,0.0,1,propagule,3505,63,28,0.0028530670470756064,False,0.025,0.001
1,6,7,0.0,0.0,1,propagule,3451,56,21,0.0034772529701535787,False,0.025,0.001
1,6,8,0.0,0.0,1,propagule,3402,45,17,0.0029394473838918285,False,0.025,0.001
1,6,9,0.0,0.0,1,propagule,3346,44,22,0.0035863717872086074,False,0.025,0.001
1,6,10,0.0,0.0,1,propagule,3312,42,18,0.003321256038647343,False,0.025,0.001
1,6,11,0.0,0.0,1,propagule,3259,32,14,0.003988953666768947,False,0.025,0.001
1,6,12,0.0,0.0,1,propagule,3237,30,12,0.0037071362372567192,False,0.025,0.001
1,6,13,0.0,0.0,1,propagule,3197,24,11,0.004066312167657179,False,0.025,0.001
1,6,14,0.0,0.0,1,propagule,3175,21,13,0.003779527559055118,False,0.025,0.001
1,6,15,0.0,0.0,1,propagule,3133,14,9,0.004149377593360996,False,0.025,0.001
1,6,16,0.0,0.0,1,propagule,3113,9,4,0.0038548024413748794,False,0.025,0.001
1,6,17,0.0,0.0,1,propagule,3075,7,3,0.0045528455284552845,False,0.025,0.001
1,6,18,0.0,0.0,1,propagule,6780,7,4,0.0017699115044247787,False,0.025,0.001
1,6,19,0.0,0.0,1,propagule,6700,9,2,0.00208955223880597,False,0.025,0.001
1,6,20,0.0,0.0,1,propagule,6561,11,2,0.001828989483310471,False,0.025,0.001
1,6,21,0.0,0.0,1,propagule,6423,14,5,0.002179666822357154,False,0.025,0.001
1,6,22,0.0,0.0,1,propagule,6275,23,3,0.001752988047808765,False,0.025,0.001
1,6,23,0.0,0.0,1,propagule,6094,26,6,0.001969149983590417,False,0.025,0.001
1,6,24,0.0,0.0,1,propagule,5981,35,11,0.0015047650894499248,False,0.025,0.001
1,6,25,0.0,0.0,1,propagule,5871,38,10,0.0018736160790325327,False,0.025,0.001
1,6,26,0.0,0.0,1,propagule,5726,41,13,0.0015717778553964374,False,0.025,0.001
1,6,27,0.0,0.0,1,propagule,5643,57,19,0.001594896331738437,False,0.025,0.001
1,6,28,0.0,0.0,1,propagule,5527,64,20,0.0016283698208793198,False,0.025,0.001
1,6,29,0.0,0.0,1,propagule,5473,68,16,0.0018271514708569341,False,0.025,0.001
1,6,30,0.0,0.0,1,propagule,5361,84,27,0.0013057265435553068,False,0.025,0.001
1,6,31,0.0,0.0,1,propagule,5248,96,33,0.001714939024390244,False,0.025,0.001
1,6,32,0.0,0.0,1,propagule,5100,88,29,0.0013725490196078432,False,0.025,0.001
1,6,33,0.0,0.0,1,propagule,4948,93,39,0.0016168148746968471,False,0.025,0.001
1,6,34,0.0,0.0,1,propagule,4821,101,34,0.001451980916822236,False,0.025,0.001
1,6,35,0.0,0.0,1,propagule,4641,102,31,0.0017237664296487825,False,0.025,0.001
1,6,36,0.0,0.0,1,propagule,4568,114,41,0.001970227670753065,False,0.025,0.001
1,6,37,0.0,0.0,1,propagule,4472,120,43,0.0022361359570661895,False,0.025,0.001
