rep,year,week,sero,disease,rate,type,total_pop,n_infected,n_symptomatic,actual_sero,elim,a_mort,j_mort
1,1,30,0.0,0.0,1,propagule,5675,0,0,0.0022907488986784142,True,0.005,0.015
1,1,31,0.0,0.0,1,propagule,5564,0,0,0.0025161754133716753,True,0.005,0.015
1,1,32,0.0,0.0,1,propagule,5611,0,0,0.0030297629656032793,True,0.005,0.015
1,1,33,0.0,0.0,1,propagule,5501,0,0,0.002726776949645519,True,0.005,0.015
1,1,34,0.0,0.0,1,propagule,5455,0,0,0.002749770852428964,True,0.005,0.015
1,1,35,0.0,0.0,1,propagule,5379,0,0,0.002788622420524261,True,0.005,0.015
1,1,36,0.0,0.0,1,propagule,5288,0,0,0.009266263237518911,True,0.005,0.015
1,1,37,0.0,0.0,1,propagule,5192,0,0,0.010978428351309707,True,0.005,0.015
1,1,38,0.0,0.0,1,propagule,5167,0,0,0.014902264370040642,True,0.005,0.015
1,1,39,0.0,0.0,1,propagule,5118,0,0,0.015044939429464634,True,0.005,0.015
1,1,40,0.0,0.0,1,propagule,5067,0,0,0.016972567594237223,True,0.005,0.015
1,1,41,0.0,0.0,1,propagule,4973,0,0,0.015483611502111402,True,0.005,0.015
1,1,42,0.0,0.0,1,propagule,4930,0,0,0.016835699797160243,True,0.005,0.015
1,1,43,0.0,0.0,1,propagule,5018,0,0,0.03168593064966122,True,0.005,0.015
1,1,44,0.0,0.0,1,propagule,4896,0,0,0.026756535947712417,True,0.005,0.015
1,1,45,0.0,0.0,1,propagule,4805,0,0,0.02684703433922997,True,0.005,0.015
1,1,46,0.0,0.0,1,propagule,4739,0,0,0.02848702257860308,True,0.005,0.015
1,1,47,0.0,0.0,1,propagule,4711,0,0,0.031203566121842496,True,0.005,0.015
1,1,48,0.0,0.0,1,propagule,4673,0,0,0.03252728439974321,True,0.005,0.015
1,1,49,0.0,0.0,1,propagule,4620,0,0,0.03506493506493506,True,0.005,0.015
1,1,50,0.0,0.0,1,propagule,4591,0,0,0.03572206490960575,True,0.005,0.015
1,1,51,0.0,0.0,1,propagule,4533,0,0,0.036399735274652546,True,0.005,0.015
1,1,52,0.0,0.0,1,propagule,4515,0,0,0.03831672203765227,True,0.005,0.015
1,2,1,0.0,0.0,1,propagule,4408,0,0,0.03720508166969147,True,0.005,0.015
1,2,2,0.0,0.0,1,propagule,4374,0,0,0.03680841335162323,True,0.005,0.015
1,2,3,0.0,0.0,1,propagule,4310,0,0,0.03665893271461717,True,0.005,0.015
1,2,4,0.0,0.0,1,propagule,4282,0,0,0.03666510976179355,True,0.005,0.015
1,2,5,0.0,0.0,1,propagule,4233,0,0,0.03827072997873848,True,0.005,0.015
1,2,6,0.0,0.0,1,propagule,4204,0,0,0.03686964795432921,True,0.005,0.015
1,2,7,0.0,0.0,1,propagule,4156,0,0,0.03825794032723773,True,0.005,0.015
1,2,8,0.0,0.0,1,propagule,4134,0,0,0.03991291727140784,True,0.005,0.015
1,2,9,0.0,0.0,1,propagule,4068,0,0,0.04006882989183874,True,0.005,0.015
1,2,10,0.0,0.0,1,propagule,4065,0,0,0.041820418204182044,True,0.005,0.015
1,2,11,0.0,0.0,1,propagule,3989,0,0,0.04111306091752319,True,0.005,0.015
1,2,12,0.0,0.0,1,propagule,3975,0,0,0.040754716981132075,True,0.005,0.015
1,2,13,0.0,0.0,1,propagule,3915,0,0,0.04163473818646232,True,0.005,0.015
1,2,14,0.0,0.0,1,propagule,3907,0,0,0.041719989761965705,True,0.005,0.015
1,2,15,0.0,0.0,1,propagule,3854,0,0,0.04229372080954852,True,0.005,0.015
1,2,16,0.0,0.0,1,propagule,3814,0,0,0.042212899842684844,True,0.005,0.015
1,2,17,0.0,0.0,1,propagule,3792,0,0,0.04404008438818566,True,0.005,0.015
1,2,18,0.0,0.0,1,propagule,6875,0,0,0.022981818181818183,True,0.005,0.015
1,2,19,0.0,0.0,1,propagule,6792,0,0,0.023409893992932862,True,0.005,0.015
1,2,20,0.0,0.0,1,propagule,6683,0,0,0.02364207691156666,True,0.005,0.015
1,2,21,0.0,0.0,1,propagule,6581,0,0,0.02385655675429266,True,0.005,0.015
1,2,22,0.0,0.0,1,propagule,6445,0,0,0.023584173778122577,True,0.005,0.015
1,2,23,0.0,0.0,1,propagule,6342,0,0,0.023494165878271838,True,0.005,0.015
1,2,24,0.0,0.0,1,propagule,6196,0,0,0.024047772756617174,True,0.005,0.015
1,2,25,0.0,0.0,1,propagule,6015,0,0,0.02310889443059019,True,0.005,0.015
1,2,26,0.0,0.0,1,propagule,5956,0,0,0.024345198119543318,True,0.005,0.015
1,2,27,0.0,0.0,1,propagule,5809,0,0,0.023067653640902047,True,0.005,0.015
1,2,28,0.0,0.0,1,propagule,5750,0,0,0.02417391304347826,True,0.005,0.015
1,2,29,0.0,0.0,1,propagule,5663,0,0,0.0238389546176938,True,0.005,0.015
1,2,30,0.0,0.0,1,propagule,5601,0,0,0.024281378325299054,True,0.005,0.015
1,2,31,0.0,0.0,1,propagule,5534,0,0,0.024756053487531623,True,0.005,0.015
1,2,32,0.0,0.0,1,propagule,5549,0,0,0.025409983780861418,True,0.005,0.015
1,2,33,0.0,0.0,1,propagule,5378,0,0,0.024916325771662327,True,0.005,0.015
1,2,34,0.0,0.0,1,propagule,5337,0,0,0.026044594341390295,True,0.005,0.015
1,2,35,0.0,0.0,1,propagule,5249,0,0,0.026481234520861117,True,0.005,0.015
1,2,36,0.0,0.0,1,propagule,5230,0,0,0.03307839388145316,True,0.005,0.015
1,2,37,0.0,0.0,1,propagule,5114,0,0,0.027766914352757136,True,0.005,0.015
1,2,38,0.0,0.0,1,propagule,5127,0,0,0.035498342110395945,True,0.005,0.015
1,2,39,0.0,0.0,1,propagule,5046,0,0,0.030915576694411414,True,0.005,0.015
1,2,40,0.0,0.0,1,propagule,5035,0,0,0.03753723932472691,True,0.005,0.015
1,2,41,0.0,0.0,1,propagule,4934,0,0,0.03344142683421159,True,0.005,0.015
1,2,42,0.0,0.0,1,propagule,4963,0,0,0.041104170864396536,True,0.005,0.015
1,2,43,0.0,0.0,1,propagule,5133,0,0,0.06818624586012079,True,0.005,0.015
1,2,44,0.0,0.0,1,propagule,4986,0,0,0.05896510228640193,True,0.005,0.015
1,2,45,0.0,0.0,1,propagule,4904,0,0,0.055057096247960846,True,0.005,0.015
1,2,46,0.0,0.0,1,propagule,4917,0,0,0.058775676225340655,True,0.005,0.015
1,2,47,0.0,0.0,1,propagule,4861,0,0,0.0598642254680107,True,0.005,0.015
1,2,48,0.0,0.0,1,propagule,4880,0,0,0.06372950819672131,True,0.005,0.015
1,2,49,0.0,0.0,1,propagule,4815,0,0,0.06458982346832814,True,0.005,0.015
1,2,50,0.0,0.0,1,propagule,4842,0,0,0.06939281288723669,True,0.005,0.015
1,2,51,0.0,0.0,1,propagule,4738,0,0,0.06627268889826932,True,0.005,0.015
1,2,52,0.0,0.0,1,propagule,4733,0,0,0.07014578491443059,True,0.005,0.015
1,3,1,0.0,0.0,1,propagule,4687,0,0,0.07275442713889481,True,0.005,0.015
1,3,2,0.0,0.0,1,propagule,4669,0,0,0.07453416149068323,True,0.005,0.015
1,3,3,0.0,0.0,1,propagule,4610,0,0,0.07613882863340564,True,0.005,0.015
1,3,4,0.0,0.0,1,propagule,4589,0,0,0.07714098932229244,True,0.005,0.015
1,3,5,0.0,0.0,1,propagule,4569,0,0,0.07879185817465528,True,0.005,0.015
1,3,6,0.0,0.0,1,propagule,4504,0,0,0.07726465364120781,True,0.005,0.015
1,3,7,0.0,0.0,1,propagule,4482,0,0,0.08076751450245426,True,0.005,0.015
1,3,8,0.0,0.0,1,propagule,4476,0,0,0.08378016085790885,True,0.005,0.015
1,3,9,0.0,0.0,1,propagule,4396,0,0,0.08143767060964513,True,0.005,0.015
1,3,10,0.0,0.0,1,propagule,4387,0,0,0.08297241850923182,True,0.005,0.015
1,3,11,0.0,0.0,1,propagule,4329,0,0,0.08177408177408177,True,0.005,0.015
1,3,12,0.0,0.0,1,propagule,4303,0,0,0.08180339298164072,True,0.005,0.015
1,3,13,0.0,0.0,1,propagule,4256,0,0,0.081296992481203,True,0.005,0.015
1,3,14,0.0,0.0,1,propagule,4237,0,0,0.08189756903469436,True,0.005,0.015
1,3,15,0.0,0.0,1,propagule,4184,0,0,0.08221797323135756,True,0.005,0.015
1,3,16,0.0,0.0,1,propagule,4158,0,0,0.082010582010582,True,0.005,0.015
1,3,17,0.0,0.0,1,propagule,4114,0,0,0.08361691784151677,True,0.005,0.015
1,3,18,0.0,0.0,1,propagule,9217,0,0,0.036454377780188785,True,0.005,0.015
1,3,19,0.0,0.0,1,propagule,9081,0,0,0.03722057042175972,True,0.005,0.015
1,3,20,0.0,0.0,1,propagule,8982,0,0,0.03740814963259853,True,0.005,0.015
1,3,21,0.0,0.0,1,propagule,8755,0,0,0.03757852655625357,True,0.005,0.015
1,3,22,0.0,0.0,1,propagule,8657,0,0,0.03811944091486658,True,0.005,0.015
1,3,23,0.0,0.0,1,propagule,8432,0,0,0.03676470588235294,True,0.005,0.015
1,3,24,0.0,0.0,1,propagule,8362,0,0,0.039464243004066014,True,0.005,0.015
1,3,25,0.0,0.0,1,propagule,8153,0,0,0.03839077640132466,True,0.005,0.015
1,3,26,0.0,0.0,1,propagule,8098,0,0,0.04050382810570511,True,0.005,0.015
1,3,27,0.0,0.0,1,propagule,7849,0,0,0.03898585807109186,True,0.005,0.015
1,3,28,0.0,0.0,1,propagule,7747,0,0,0.039886407641667745,True,0.005,0.015
1,3,29,0.0,0.0,1,propagule,7627,0,0,0.03959617149600105,True,0.005,0.015
1,3,30,0.0,0.0,1,propagule,7568,0,0,0.04215116279069767,True,0.005,0.015
1,3,31,0.0,0.0,1,propagule,7346,0,0,0.041246937108630546,True,0.005,0.015
1,3,32,0.0,0.0,1,propagule,7231,0,0,0.041902917991978976,True,0.005,0.015
1,3,33,0.0,0.0,1,propagule,7030,0,0,0.041678520625889046,True,0.005,0.015
1,3,34,0.0,0.0,1,propagule,6912,0,0,0.04195601851851852,True,0.005,0.015
1,3,35,0.0,0.0,1,propagule,6783,0,0,0.04304879846675512,True,0.005,0.015
1,3,36,0.0,0.0,1,propagule,6697,0,0,0.04927579513214873,True,0.005,0.015
1,3,37,0.0,0.0,1,propagule,6489,0,0,0.04638619201725998,True,0.005,0.015
1,3,38,0.0,0.0,1,propagule,6499,0,0,0.04939221418679797,True,0.005,0.015
1,3,39,0.0,0.0,1,propagule,6366,0,0,0.04681118441721646,True,0.005,0.015
1,3,40,0.0,0.0,1,propagule,6350,0,0,0.0489763779527559,True,0.005,0.015
1,3,41,0.0,0.0,1,propagule,6315,0,0,0.051623119556611245,True,0.005,0.015
1,3,42,0.0,0.0,1,propagule,6115,0,0,0.046443172526574,True,0.005,0.015
1,3,43,0.0,0.0,1,propagule,6293,0,0,0.07134911806769427,True,0.005,0.015
1,3,44,0.0,0.0,1,propagule,6118,0,0,0.06341941811049362,True,0.005,0.015
1,3,45,0.0,0.0,1,propagule,6017,0,0,0.05966428452717301,True,0.005,0.015
1,3,46,0.0,0.0,1,propagule,5960,0,0,0.06057046979865772,True,0.005,0.015
1,3,47,0.0,0.0,1,propagule,5940,0,0,0.06296296296296296,True,0.005,0.015
1,3,48,0.0,0.0,1,propagule,5941,0,0,0.06581383605453628,True,0.005,0.015
1,3,49,0.0,0.0,1,propagule,5846,0,0,0.06602805336982552,True,0.005,0.015
1,3,50,0.0,0.0,1,propagule,5836,0,0,0.06819739547635367,True,0.005,0.015
1,3,51,0.0,0.0,1,propagule,5783,0,0,0.06934117240186755,True,0.005,0.015
1,3,52,0.0,0.0,1,propagule,5747,0,0,0.07064555420219244,True,0.005,0.015
1,4,1,0.0,0.0,1,propagule,5689,0,0,0.07119001582000352,True,0.005,0.015
1,4,2,0.0,0.0,1,propagule,5617,0,0,0.07156845291080648,True,0.005,0.015
1,4,3,0.0,0.0,1,propagule,5585,0,0,0.07305282005371531,True,0.005,0.015
1,4,4,0.0,0.0,1,propagule,5513,0,0,0.07092327226555414,True,0.005,0.015
1,4,5,0.0,0.0,1,propagule,5489,0,0,0.07396611404627437,True,0.005,0.015
1,4,6,0.0,0.0,1,propagule,5433,0,0,0.07472851095159212,True,0.005,0.015
1,4,7,0.0,0.0,1,propagule,5384,0,0,0.07392273402674591,True,0.005,0.015
1,4,8,0.0,0.0,1,propagule,5343,0,0,0.07448998689874602,True,0.005,0.015
1,4,9,0.0,0.0,1,propagule,5273,0,0,0.0745306277261521,True,0.005,0.015
1,4,10,0.0,0.0,1,propagule,5242,0,0,0.07401755055322395,True,0.005,0.015
1,4,11,0.0,0.0,1,propagule,5221,0,0,0.07584753878567324,True,0.005,0.015
1,4,12,0.0,0.0,1,propagule,5154,0,0,0.07547535894450912,True,0.005,0.015
1,4,13,0.0,0.0,1,propagule,5120,0,0,0.07578125,True,0.005,0.015
1,4,14,0.0,0.0,1,propagule,5083,0,0,0.07652960849891796,True,0.005,0.015
1,4,15,0.0,0.0,1,propagule,5047,0,0,0.07667921537547058,True,0.005,0.015
1,4,16,0.0,0.0,1,propagule,4980,0,0,0.07751004016064257,True,0.005,0.015
1,4,17,0.0,0.0,1,propagule,4929,0,0,0.07932643538243052,True,0.005,0.015
1,4,18,0.0,0.0,1,propagule,10199,0,0,0.03686635944700461,True,0.005,0.015
1,4,19,0.0,0.0,1,propagule,10065,0,0,0.03745653253849975,True,0.005,0.015
1,4,20,0.0,0.0,1,propagule,9959,0,0,0.038558088161461994,True,0.005,0.015
1,4,21,0.0,0.0,1,propagule,9734,0,0,0.037908362440928704,True,0.005,0.015
1,4,22,0.0,0.0,1,propagule,9515,0,0,0.03783499737256963,True,0.005,0.015
1,4,23,0.0,0.0,1,propagule,9259,0,0,0.036721028188789286,True,0.005,0.015
1,4,24,0.0,0.0,1,propagule,9137,0,0,0.03797745430666521,True,0.005,0.015
1,4,25,0.0,0.0,1,propagule,8885,0,0,0.03590320765334834,True,0.005,0.015
1,4,26,0.0,0.0,1,propagule,8816,0,0,0.038112522686025406,True,0.005,0.015
1,4,27,0.0,0.0,1,propagule,8546,0,0,0.035455183711677975,True,0.005,0.015
1,4,28,0.0,0.0,1,propagule,8435,0,0,0.03710729104919976,True,0.005,0.015
1,4,29,0.0,0.0,1,propagule,8170,0,0,0.03671970624235006,True,0.005,0.015
1,4,30,0.0,0.0,1,propagule,8080,0,0,0.03811881188118812,True,0.005,0.015
1,4,31,0.0,0.0,1,propagule,7908,0,0,0.03692463328275165,True,0.005,0.015
1,4,32,0.0,0.0,1,propagule,7808,0,0,0.03790983606557377,True,0.005,0.015
1,4,33,0.0,0.0,1,propagule,7618,0,0,0.037673930165397745,True,0.005,0.015
1,4,34,0.0,0.0,1,propagule,7579,0,0,0.03865945375379338,True,0.005,0.015
1,4,35,0.0,0.0,1,propagule,7365,0,0,0.03774609640190088,True,0.005,0.015
1,4,36,0.0,0.0,1,propagule,7370,0,0,0.04654002713704206,True,0.005,0.015
1,4,37,0.0,0.0,1,propagule,7155,0,0,0.04053109713487072,True,0.005,0.015
1,4,38,0.0,0.0,1,propagule,7156,0,0,0.046953605366126326,True,0.005,0.015
1,4,39,0.0,0.0,1,propagule,7042,0,0,0.044021584777051974,True,0.005,0.015
1,4,40,0.0,0.0,1,propagule,7017,0,0,0.04631608949693601,True,0.005,0.015
1,4,41,0.0,0.0,1,propagule,6959,0,0,0.047851702830866504,True,0.005,0.015
1,4,42,0.0,0.0,1,propagule,6886,0,0,0.04850421144350857,True,0.005,0.015
1,4,43,0.0,0.0,1,propagule,7038,0,0,0.06962205171923842,True,0.005,0.015
1,4,44,0.0,0.0,1,propagule,6841,0,0,0.06110217804414559,True,0.005,0.015
1,4,45,0.0,0.0,1,propagule,6780,0,0,0.059734513274336286,True,0.005,0.015
1,4,46,0.0,0.0,1,propagule,6723,0,0,0.06098467945857504,True,0.005,0.015
1,4,47,0.0,0.0,1,propagule,6665,0,0,0.061365341335333834,True,0.005,0.015
1,4,48,0.0,0.0,1,propagule,6650,0,0,0.0637593984962406,True,0.005,0.015
1,4,49,0.0,0.0,1,propagule,6611,0,0,0.06534563606111027,True,0.005,0.015
1,4,50,0.0,0.0,1,propagule,6583,0,0,0.06775026583624487,True,0.005,0.015
1,4,51,0.0,0.0,1,propagule,6508,0,0,0.06822372464658881,True,0.005,0.015
1,4,52,0.0,0.0,1,propagule,6490,0,0,0.07087827426810478,True,0.005,0.015
1,5,1,0.0,0.0,1,propagule,6454,0,0,0.07158351409978309,True,0.005,0.015
1,5,2,0.0,0.0,1,propagule,6384,0,0,0.07142857142857142,True,0.005,0.015
1,5,3,0.0,0.0,1,propagule,6277,0,0,0.07009718018161543,True,0.005,0.015
1,5,4,0.0,0.0,1,propagule,6213,0,0,0.07065829711894415,True,0.005,0.015
1,5,5,0.0,0.0,1,propagule,6168,0,0,0.07344357976653697,True,0.005,0.015
1,5,6,0.0,0.0,1,propagule,6121,0,0,0.07286391112563306,True,0.005,0.015
1,5,7,0.0,0.0,1,propagule,6065,0,0,0.0740313272877164,True,0.005,0.015
1,5,8,0.0,0.0,1,propagule,6021,0,0,0.07390798870619499,True,0.005,0.015
1,5,9,0.0,0.0,1,propagule,5968,0,0,0.07523458445040214,True,0.005,0.015
1,5,10,0.0,0.0,1,propagule,5915,0,0,0.07421808960270498,True,0.005,0.015
1,5,11,0.0,0.0,1,propagule,5879,0,0,0.07603333900323184,True,0.005,0.015
1,5,12,0.0,0.0,1,propagule,5818,0,0,0.07459608112753524,True,0.005,0.015
1,5,13,0.0,0.0,1,propagule,5755,0,0,0.07576020851433536,True,0.005,0.015
1,5,14,0.0,0.0,1,propagule,5701,0,0,0.07454832485528855,True,0.005,0.015
1,5,15,0.0,0.0,1,propagule,5653,0,0,0.07571201132142226,True,0.005,0.015
1,5,16,0.0,0.0,1,propagule,5586,0,0,0.07429287504475475,True,0.005,0.015
1,5,17,0.0,0.0,1,propagule,5561,0,0,0.0760654558532638,True,0.005,0.015
1,5,18,0.0,0.0,1,propagule,11945,0,0,0.03440770196735036,True,0.005,0.015
1,5,19,0.0,0.0,1,propagule,11763,0,0,0.03460001700246536,True,0.005,0.015
1,5,20,0.0,0.0,1,propagule,11439,0,0,0.034793251158318036,True,0.005,0.015
1,5,21,0.0,0.0,1,propagule,11279,0,0,0.033956911073676745,True,0.005,0.015
1,5,22,0.0,0.0,1,propagule,11108,0,0,0.0344796543032049,True,0.005,0.015
1,5,23,0.0,0.0,1,propagule,10841,0,0,0.03449866248501061,True,0.005,0.015
1,5,24,0.0,0.0,1,propagule,10643,0,0,0.034952550972470166,True,0.005,0.015
1,5,25,0.0,0.0,1,propagule,10433,0,0,0.03536854212594651,True,0.005,0.015
1,5,26,0.0,0.0,1,propagule,10188,0,0,0.03602277188849627,True,0.005,0.015
1,5,27,0.0,0.0,1,propagule,9992,0,0,0.036028823058446756,True,0.005,0.015
1,5,28,0.0,0.0,1,propagule,9799,0,0,0.036636391468517195,True,0.005,0.015
1,5,29,0.0,0.0,1,propagule,9599,0,0,0.03614959891655381,True,0.005,0.015
1,5,30,0.0,0.0,1,propagule,9379,0,0,0.03742403241283719,True,0.005,0.015
1,5,31,0.0,0.0,1,propagule,9126,0,0,0.03594126671049748,True,0.005,0.015
1,5,32,0.0,0.0,1,propagule,8967,0,0,0.03780528604884577,True,0.005,0.015
1,5,33,0.0,0.0,1,propagule,8807,0,0,0.036902463949131374,True,0.005,0.015
1,5,34,0.0,0.0,1,propagule,8651,0,0,0.03849265980811467,True,0.005,0.015
1,5,35,0.0,0.0,1,propagule,8496,0,0,0.03695856873822975,True,0.005,0.015
1,5,36,0.0,0.0,1,propagule,8380,0,0,0.041408114558472556,True,0.005,0.015
1,5,37,0.0,0.0,1,propagule,8202,0,0,0.0418190685198732,True,0.005,0.015
1,5,38,0.0,0.0,1,propagule,8117,0,0,0.043735370210668964,True,0.005,0.015
1,5,39,0.0,0.0,1,propagule,8048,0,0,0.043986083499005964,True,0.005,0.015
1,5,40,0.0,0.0,1,propagule,7980,0,0,0.04598997493734336,True,0.005,0.015
1,5,41,0.0,0.0,1,propagule,7917,0,0,0.04660856384994316,True,0.005,0.015
1,5,42,0.0,0.0,1,propagule,7773,0,0,0.04489900939148334,True,0.005,0.015
1,5,43,0.0,0.0,1,propagule,7963,0,0,0.0666834107748336,True,0.005,0.015
1,5,44,0.0,0.0,1,propagule,7729,0,0,0.05679906844352439,True,0.005,0.015
1,5,45,0.0,0.0,1,propagule,7613,0,0,0.05372389334033889,True,0.005,0.015
1,5,46,0.0,0.0,1,propagule,7519,0,0,0.054927516957042156,True,0.005,0.015
1,5,47,0.0,0.0,1,propagule,7439,0,0,0.05444280145180804,True,0.005,0.015
1,5,48,0.0,0.0,1,propagule,7393,0,0,0.05599891789530637,True,0.005,0.015
1,5,49,0.0,0.0,1,propagule,7323,0,0,0.05489553461696026,True,0.005,0.015
1,5,50,0.0,0.0,1,propagule,7285,0,0,0.05628002745367193,True,0.005,0.015
1,5,51,0.0,0.0,1,propagule,7219,0,0,0.05804127995567253,True,0.005,0.015
1,5,52,0.0,0.0,1,propagule,7163,0,0,0.059472288147424265,True,0.005,0.015
1,6,1,0.0,0.0,1,propagule,7095,0,0,0.0594785059901339,True,0.005,0.015
1,6,2,0.0,0.0,1,propagule,7028,0,0,0.05976095617529881,True,0.005,0.015
1,6,3,0.0,0.0,1,propagule,6939,0,0,0.060671566508142385,True,0.005,0.015
1,6,4,0.0,0.0,1,propagule,6861,0,0,0.05961230141378808,True,0.005,0.015
1,6,5,0.0,0.0,1,propagule,6814,0,0,0.06134429116524802,True,0.005,0.015
1,6,6,0.0,0.0,1,propagule,6758,0,0,0.06200059189109204,True,0.005,0.015
1,6,7,0.0,0.0,1,propagule,6657,0,0,0.06083821541234791,True,0.005,0.015
1,6,8,0.0,0.0,1,propagule,6601,0,0,0.06196030904408423,True,0.005,0.015
1,6,9,0.0,0.0,1,propagule,6531,0,0,0.06216505894962487,True,0.005,0.015
1,6,10,0.0,0.0,1,propagule,6474,0,0,0.06271238801359283,True,0.005,0.015
1,6,11,0.0,0.0,1,propagule,6410,0,0,0.06271450858034322,True,0.005,0.015
1,6,12,0.0,0.0,1,propagule,6353,0,0,0.06249016212812844,True,0.005,0.015
1,6,13,0.0,0.0,1,propagule,6288,0,0,0.0625,True,0.005,0.015
1,6,14,0.0,0.0,1,propagule,6237,0,0,0.06317139650472983,True,0.005,0.015
1,6,15,0.0,0.0,1,propagule,6174,0,0,0.06284418529316488,True,0.005,0.015
1,6,16,0.0,0.0,1,propagule,6126,0,0,0.06333659810643161,True,0.005,0.015
1,6,17,0.0,0.0,1,propagule,6055,0,0,0.06341866226259289,True,0.005,0.015
1,6,18,0.0,0.0,1,propagule,13072,0,0,0.029452264381884946,True,0.005,0.015
1,6,19,0.0,0.0,1,propagule,12898,0,0,0.02946193208249341,True,0.005,0.015
1,6,20,0.0,0.0,1,propagule,12679,0,0,0.02965533559428977,True,0.005,0.015
1,6,21,0.0,0.0,1,propagule,12403,0,0,0.0296702410707087,True,0.005,0.015
1,6,22,0.0,0.0,1,propagule,12115,0,0,0.029797771357820885,True,0.005,0.015
1,6,23,0.0,0.0,1,propagule,11874,0,0,0.029813036887316825,True,0.005,0.015
1,6,24,0.0,0.0,1,propagule,11703,0,0,0.030077757839870118,True,0.005,0.015
1,6,25,0.0,0.0,1,propagule,11477,0,0,0.02997298945717522,True,0.005,0.015
1,6,26,0.0,0.0,1,propagule,11280,0,0,0.030230496453900708,True,0.005,0.015
1,6,27,0.0,0.0,1,propagule,11100,0,0,0.031081081081081083,True,0.005,0.015
1,6,28,0.0,0.0,1,propagule,10888,0,0,0.0319617927994122,True,0.005,0.015
1,6,29,0.0,0.0,1,propagule,10639,0,0,0.03167590938998026,True,0.005,0.015
1,6,30,0.0,0.0,1,propagule,10498,0,0,0.03276814631358354,True,0.005,0.015
1,6,31,0.0,0.0,1,propagule,10309,0,0,0.03239887476961878,True,0.005,0.015
1,6,32,0.0,0.0,1,propagule,10145,0,0,0.03311976343026121,True,0.005,0.015
1,6,33,0.0,0.0,1,propagule,9903,0,0,0.032313440371604565,True,0.005,0.015
1,6,34,0.0,0.0,1,propagule,9801,0,0,0.033363942454851546,True,0.005,0.015
1,6,35,0.0,0.0,1,propagule,9675,0,0,0.03297157622739018,True,0.005,0.015
1,6,36,0.0,0.0,1,propagule,9539,0,0,0.03501415242687913,True,0.005,0.015
1,6,37,0.0,0.0,1,propagule,9364,0,0,0.03513455788124733,True,0.005,0.015
1,6,38,0.0,0.0,1,propagule,9279,0,0,0.035564177174264466,True,0.005,0.015
1,6,39,0.0,0.0,1,propagule,9131,0,0,0.03438834738801884,True,0.005,0.015
1,6,40,0.0,0.0,1,propagule,9045,0,0,0.03559977888336097,True,0.005,0.015
1,6,41,0.0,0.0,1,propagule,8967,0,0,0.03590944574551132,True,0.005,0.015
