rep,year,week,sero,type,rate,barrier_val,barrier_prop,total_pop,n_infected,n_symptomatic
1,8,35,0.4,propagule,0.1,0,0.0,884,0,0
1,8,36,0.4,propagule,0.1,0,0.0,871,0,0
1,8,37,0.4,propagule,0.1,0,0.0,850,0,0
1,8,38,0.4,propagule,0.1,0,0.0,836,0,0
1,8,39,0.4,propagule,0.1,0,0.0,826,0,0
1,8,40,0.4,propagule,0.1,0,0.0,831,0,0
1,8,41,0.4,propagule,0.1,0,0.0,829,0,0
1,8,42,0.4,propagule,0.1,0,0.0,824,0,0
1,8,43,0.4,propagule,0.1,0,0.0,819,0,0
1,8,44,0.4,propagule,0.1,0,0.0,819,0,0
1,8,45,0.4,propagule,0.1,0,0.0,817,0,0
1,8,46,0.4,propagule,0.1,0,0.0,801,0,0
1,8,47,0.4,propagule,0.1,0,0.0,802,0,0
1,8,48,0.4,propagule,0.1,0,0.0,799,0,0
1,8,49,0.4,propagule,0.1,0,0.0,801,0,0
1,8,50,0.4,propagule,0.1,0,0.0,791,0,0
1,8,51,0.4,propagule,0.1,0,0.0,793,0,0
1,8,52,0.4,propagule,0.1,0,0.0,785,0,0
1,9,1,0.4,propagule,0.1,0,0.0,791,0,0
1,9,2,0.4,propagule,0.1,0,0.0,786,0,0
1,9,3,0.4,propagule,0.1,0,0.0,790,0,0
1,9,4,0.4,propagule,0.1,0,0.0,775,0,0
1,9,5,0.4,propagule,0.1,0,0.0,777,0,0
1,9,6,0.4,propagule,0.1,0,0.0,774,0,0
1,9,7,0.4,propagule,0.1,0,0.0,767,0,0
1,9,8,0.4,propagule,0.1,0,0.0,761,0,0
1,9,9,0.4,propagule,0.1,0,0.0,767,0,0
1,9,10,0.4,propagule,0.1,0,0.0,758,0,0
1,9,11,0.4,propagule,0.1,0,0.0,764,0,0
1,9,12,0.4,propagule,0.1,0,0.0,741,0,0
1,9,13,0.4,propagule,0.1,0,0.0,748,0,0
1,9,14,0.4,propagule,0.1,0,0.0,728,0,0
1,9,15,0.4,propagule,0.1,0,0.0,735,0,0
1,9,16,0.4,propagule,0.1,0,0.0,730,0,0
1,9,17,0.4,propagule,0.1,0,0.0,734,0,0
1,9,18,0.4,propagule,0.1,0,0.0,730,0,0
1,9,19,0.4,propagule,0.1,0,0.0,735,0,0
1,9,20,0.4,propagule,0.1,0,0.0,1030,0,0
1,9,21,0.4,propagule,0.1,0,0.0,1033,0,0
1,9,22,0.4,propagule,0.1,0,0.0,1015,0,0
1,9,23,0.4,propagule,0.1,0,0.0,973,0,0
1,9,24,0.4,propagule,0.1,0,0.0,966,0,0
1,9,25,0.4,propagule,0.1,0,0.0,945,0,0
1,9,26,0.4,propagule,0.1,0,0.0,939,0,0
1,9,27,0.4,propagule,0.1,0,0.0,949,0,0
1,9,28,0.4,propagule,0.1,0,0.0,926,0,0
1,9,29,0.4,propagule,0.1,0,0.0,932,0,0
1,9,30,0.4,propagule,0.1,0,0.0,928,0,0
1,9,31,0.4,propagule,0.1,0,0.0,900,0,0
1,9,32,0.4,propagule,0.1,0,0.0,883,0,0
